área bounding box,ocorrências,% do total,prop mín,prop max,prop média,,Total bounding boxes
98124,5,"0,0009%","0,4977477477","2,3578431373","1,9858240594",,
98136,2,"0,0004%","0,548463357","0,6941489362","0,6213061466",,
98154,4,"0,0007%","0,8391812865","1,3872180451","1,0643045622",,
98156,1,"0,0002%","2,1839622642","2,1839622642","2,1839622642",,
98160,2,"0,0004%","0,586797066","1,7041666667","1,1454818663",,
98161,3,"0,0005%","0,6833773087","1,4633204633","1,2033394118",,
98164,1,"0,0002%","0,6520618557","0,6520618557","0,6520618557",,
98172,5,"0,0009%","0,4156378601","2,4059405941","1,3528378764",,
98175,4,"0,0007%","0,5435294118","1,8398268398","0,8973058314",,
98176,2,"0,0004%","0,5673076923","0,5673076923","0,5673076923",,
98185,3,"0,0005%","0,7369863014","0,7369863014","0,7369863014",,
98192,2,"0,0004%","0,9411764706","1,0625","1,0018382353",,
98193,5,"0,0009%","0,4620390456","2,1643192488","1,4834071675",,
98195,7,"0,0013%","2,3365853659","2,3365853659","2,3365853659",,
98196,1,"0,0002%","0,2840136054","0,2840136054","0,2840136054",,
98200,1,"0,0002%","0,4073319756","0,4073319756","0,4073319756",,
98208,3,"0,0005%","0,211143695","1,5967741935","0,8113935049",,
98210,2,"0,0004%","0,9472049689","1,8565217391","1,401863354",,
98226,1,"0,0002%","0,4662309368","0,4662309368","0,4662309368",,
98229,1,"0,0002%","1,719665272","1,719665272","1,719665272",,
98230,21,"0,0038%","0,3675048356","2,2488038278","1,9929931211",,
98241,2,"0,0004%","0,5337995338","0,5337995338","0,5337995338",,
98245,4,"0,0007%","0,6109725686","0,6109725686","0,6109725686",,
98252,2,"0,0004%","0,4194214876","1,6776859504","1,048553719",,
98255,3,"0,0005%","0,4704595186","0,4704595186","0,4704595186",,
98256,1,"0,0002%","0,7255434783","0,7255434783","0,7255434783",,
98262,9,"0,0016%","1,0291262136","2,3155339806","2,0296655879",,
98268,4,"0,0007%","0,5290023202","0,5290023202","0,5290023202",,
98270,2,"0,0004%","1,0225806452","1,0225806452","1,0225806452",,
98276,1,"0,0002%","1,0160771704","1,0160771704","1,0160771704",,
98280,21,"0,0038%","0,2476190476","2,2285714286","1,7209222435",,
98282,1,"0,0002%","1,0031948882","1,0031948882","1,0031948882",,
98291,2,"0,0004%","0,5242494226","0,5242494226","0,5242494226",,
98298,2,"0,0004%","1,476744186","1,5236220472","1,5001831166",,
98301,3,"0,0005%","0,4790286976","2,0875576037","1,0152049996",,
98304,3,"0,0005%","0,375","1,5","0,8472222222",,
98306,4,"0,0007%","0,6206030151","1,6113360324","0,8682862694",,
98307,1,"0,0002%","0,8972809668","0,8972809668","0,8972809668",,
98310,2,"0,0004%","0,3079646018","0,5195402299","0,4137524158",,
98318,2,"0,0004%","0,4833702882","2,0688073394","1,2760888138",,
98324,1,"0,0002%","0,3594646272","0,3594646272","0,3594646272",,
98325,4,"0,0007%","2,2946859903","2,2946859903","2,2946859903",,
98326,1,"0,0002%","0,4527896996","0,4527896996","0,4527896996",,
98328,10,"0,0018%","2,362745098","2,362745098","2,362745098",,
98331,1,"0,0002%","2,0502283105","2,0502283105","2,0502283105",,
98332,2,"0,0004%","0,6054590571","0,6054590571","0,6054590571",,
98335,2,"0,0004%","1,2815884477","1,2815884477","1,2815884477",,
98340,2,"0,0004%","0,4921700224","0,4921700224","0,4921700224",,
98343,4,"0,0007%","0,5056689342","0,5056689342","0,5056689342",,
98344,1,"0,0002%","0,2349304482","0,2349304482","0,2349304482",,
98345,1,"0,0002%","0,4966292135","0,4966292135","0,4966292135",,
98346,2,"0,0004%","0,5011286682","0,5011286682","0,5011286682",,
98362,1,"0,0002%","0,355513308","0,355513308","0,355513308",,
98363,1,"0,0002%","0,2835314092","0,2835314092","0,2835314092",,
98368,5,"0,0009%","0,5471698113","2,1886792453","1,2037735849",,
98374,1,"0,0002%","0,4147843943","0,4147843943","0,4147843943",,
98379,1,"0,0002%","0,2379471229","0,2379471229","0,2379471229",,
98384,1,"0,0002%","2,2740384615","2,2740384615","2,2740384615",,
98397,1,"0,0002%","1,4444444444","1,4444444444","1,4444444444",,
98400,25,"0,0045%","0,406504065","2,46","1,8364373984",,
98406,6,"0,0011%","0,461038961","0,461038961","0,461038961",,
98412,4,"0,0007%","0,5659472422","0,5659472422","0,5659472422",,
98415,3,"0,0005%","0,6","0,6","0,6",,
98417,4,"0,0007%","1,5375494071","1,5375494071","1,5375494071",,
98418,1,"0,0002%","0,2020057307","0,2020057307","0,2020057307",,
98420,5,"0,0009%","0,1991465149","1,4671814672","0,8173257468",,
98427,2,"0,0004%","1,0863787375","1,0863787375","1,0863787375",,
98430,3,"0,0005%","0,6606217617","1,5137254902","0,9449896712",,
98431,1,"0,0002%","0,6710182768","0,6710182768","0,6710182768",,
98439,16,"0,0029%","2,2535885167","2,2535885167","2,2535885167",,
98440,6,"0,0011%","0,4652173913","2,1495327103","0,9785453068",,
98441,1,"0,0002%","0,8367346939","0,8367346939","0,8367346939",,
98452,1,"0,0002%","1,0794701987","1,0794701987","1,0794701987",,
98456,2,"0,0004%","0,6246851385","0,6246851385","0,6246851385",,
98464,1,"0,0002%","1,3308823529","1,3308823529","1,3308823529",,
98465,2,"0,0004%","0,5608591885","0,5608591885","0,5608591885",,
98468,4,"0,0007%","2,3203883495","2,3203883495","2,3203883495",,
98487,1,"0,0002%","1,2652329749","1,2652329749","1,2652329749",,
98490,12,"0,0022%","0,447761194","2,2333333333","2,0845356551",,
98494,2,"0,0004%","0,5945945946","0,5945945946","0,5945945946",,
98496,11,"0,0020%","0,3742690058","1,8947368421","0,7528944415",,
98503,3,"0,0005%","0,19054242","0,19054242","0,19054242",,
98512,1,"0,0002%","0,6968085106","0,6968085106","0,6968085106",,
98514,1,"0,0002%","0,5558194774","0,5558194774","0,5558194774",,
98518,3,"0,0005%","0,5230414747","0,5230414747","0,5230414747",,
98532,17,"0,0031%","2,2995169082","2,3676470588","2,359631747",,
98536,6,"0,0011%","0,482300885","0,5183486239","0,5123406674",,
98537,2,"0,0004%","2,2132701422","2,2132701422","2,2132701422",,
98548,1,"0,0002%","0,818443804","0,818443804","0,818443804",,
98550,7,"0,0013%","0,5136986301","0,7397260274","0,6105675147",,
98552,2,"0,0004%","0,6546391753","1,5275590551","1,0910991152",,
98553,1,"0,0002%","1,6153846154","1,6153846154","1,6153846154",,
98556,1,"0,0002%","1,480620155","1,480620155","1,480620155",,
98559,4,"0,0007%","0,2017167382","0,5508274232","0,4635497519",,
98560,8,"0,0015%","0,5090909091","1,9642857143","0,8153421774",,
98564,1,"0,0002%","0,2728785358","0,2728785358","0,2728785358",,
98568,1,"0,0002%","1,125","1,125","1,125",,
98571,3,"0,0005%","1,0323624595","1,0323624595","1,0323624595",,
98576,1,"0,0002%","0,603960396","0,603960396","0,603960396",,
98580,12,"0,0022%","0,2437106918","2,1933962264","1,5854872523",,
98592,1,"0,0002%","0,5697115385","0,5697115385","0,5697115385",,
98595,1,"0,0002%","1,0063897764","1,0063897764","1,0063897764",,
98600,1,"0,0002%","0,5458823529","0,5458823529","0,5458823529",,
98604,4,"0,0007%","0,2794612795","0,6287878788","0,4836568496",,
98605,4,"0,0007%","2,3463414634","2,3463414634","2,3463414634",,
98615,1,"0,0002%","0,2694214876","0,2694214876","0,2694214876",,
98619,4,"0,0007%","0,4600431965","2,1737089202","1,3168760584",,
98623,1,"0,0002%","0,3776908023","0,3776908023","0,3776908023",,
98624,1,"0,0002%","1,3731343284","1,3731343284","1,3731343284",,
98625,1,"0,0002%","0,7013333333","0,7013333333","0,7013333333",,
98638,4,"0,0007%","0,9003021148","1,110738255","1,0055201849",,
98640,1,"0,0002%","1,3138686131","1,3138686131","1,3138686131",,
98646,4,"0,0007%","0,6134663342","1,6300813008","0,8676200758",,
98648,21,"0,0038%","0,5645933014","2,2583732057","2,1777170198",,
98654,5,"0,0009%","0,464208243","2,1542056075","1,8162061346",,
98658,5,"0,0009%","0,4176954733","2,39408867","1,6580875347",,
98670,5,"0,0009%","0,6487179487","1,8652173913","1,1254707611",,
98674,9,"0,0016%","2,3252427184","2,3252427184","2,3252427184",,
98679,1,"0,0002%","1,471042471","1,471042471","1,471042471",,
98685,1,"0,0002%","0,4684095861","0,4684095861","0,4684095861",,
98686,2,"0,0004%","0,7169811321","1,3947368421","1,0558589871",,
98690,1,"0,0002%","1,2769784173","1,2769784173","1,2769784173",,
98691,3,"0,0005%","0,4093686354","2,4427860697","1,0871744468",,
98699,8,"0,0015%","0,5313225058","0,5313225058","0,5313225058",,
98700,24,"0,0044%","0,2014285714","2,2380952381","1,8883590848",,
98704,2,"0,0004%","0,6231155779","1,6048387097","1,1139771438",,
98707,1,"0,0002%","1,7280334728","1,7280334728","1,7280334728",,
98712,2,"0,0004%","0,4726477024","0,4726477024","0,4726477024",,
98724,3,"0,0005%","0,5265588915","0,5265588915","0,5265588915",,
98725,1,"0,0002%","1,3054545455","1,3054545455","1,3054545455",,
98728,2,"0,0004%","0,8343023256","1,0897009967","0,9620016611",,
98735,5,"0,0009%","0,6079404467","2,0967741935","1,2034739454",,
98736,11,"0,0020%","0,5931372549","2,3725490196","1,9099527114",,
98739,6,"0,0011%","2,3043478261","2,3043478261","2,3043478261",,
98745,1,"0,0002%","0,5218390805","0,5218390805","0,5218390805",,
98747,1,"0,0002%","0,3694390716","0,3694390716","0,3694390716",,
98748,12,"0,0022%","0,5545023697","2,2180094787","1,8021327014",,
98754,5,"0,0009%","0,4812362031","2,0779816514","1,3287056727",,
98762,4,"0,0007%","0,5171624714","0,5171624714","0,5171624714",,
98766,1,"0,0002%","1,2688172043","1,2688172043","1,2688172043",,
98784,3,"0,0005%","0,5079365079","0,5079365079","0,5079365079",,
98787,2,"0,0004%","0,4944071588","0,4944071588","0,4944071588",,
98789,1,"0,0002%","0,5033860045","0,5033860045","0,5033860045",,
98790,2,"0,0004%","0,4988764045","0,4988764045","0,4988764045",,
98792,5,"0,0009%","0,4549356223","0,5495283019","0,530609766",,
98800,3,"0,0005%","1,6194331984","2,2836538462","2,0622469636",,
98808,1,"0,0002%","1,2971014493","1,2971014493","1,2971014493",,
98810,3,"0,0005%","2,3512195122","2,3512195122","2,3512195122",,
98814,2,"0,0004%","0,6736292428","1,484496124","1,0790626834",,
98816,3,"0,0005%","0,376953125","1,5078125","0,8493260201",,
98820,7,"0,0013%","0,6024691358","1,3555555556","0,7293723075",,
98829,2,"0,0004%","0,5683453237","0,5683453237","0,5683453237",,
98832,5,"0,0009%","2,1784037559","2,1784037559","2,1784037559",,
98838,1,"0,0002%","0,8450292398","0,8450292398","0,8450292398",,
98841,2,"0,0004%","0,2011412268","0,2011412268","0,2011412268",,
98845,2,"0,0004%","1,4075471698","1,4075471698","1,4075471698",,
98853,1,"0,0002%","0,6272040302","0,6272040302","0,6272040302",,
98857,21,"0,0038%","2,2631578947","2,2631578947","2,2631578947",,
98861,1,"0,0002%","2,3990147783","2,3990147783","2,3990147783",,
98864,1,"0,0002%","1,1283783784","1,1283783784","1,1283783784",,
98868,3,"0,0005%","0,4632034632","0,4632034632","0,4632034632",,
98880,4,"0,0007%","1,0355987055","2,3300970874","1,8531148867",,
98884,1,"0,0002%","0,5632458234","0,5632458234","0,5632458234",,
98889,2,"0,0004%","1,2888086643","1,2888086643","1,2888086643",,
98890,3,"0,0005%","1,0290322581","1,0290322581","1,0290322581",,
98892,5,"0,0009%","1,3768656716","2,447761194","2,2335820896",,
98894,1,"0,0002%","0,3924302789","0,3924302789","0,3924302789",,
98895,1,"0,0002%","0,8213256484","0,8213256484","0,8213256484",,
98900,4,"0,0007%","0,4673913043","2,1395348837","1,6540065723",,
98901,3,"0,0005%","0,5970515971","1,1212121212","0,9464919465",,
98904,1,"0,0002%","1,016025641","1,016025641","1,016025641",,
98910,15,"0,0027%","0,2492063492","2,2428571429","2,1099470899",,
98915,4,"0,0007%","0,7424657534","1,3468634686","0,8935651822",,
98919,1,"0,0002%","1,4521072797","1,4521072797","1,4521072797",,
98923,3,"0,0005%","1,5454545455","1,5454545455","1,5454545455",,
98928,5,"0,0009%","0,4716157205","0,5300925926","0,4833110949",,
98936,3,"0,0005%","1,1140939597","1,1140939597","1,1140939597",,
98938,1,"0,0002%","1,4749034749","1,4749034749","1,4749034749",,
98940,7,"0,0013%","2,3774509804","2,3774509804","2,3774509804",,
98945,1,"0,0002%","0,6675324675","0,6675324675","0,6675324675",,
98946,12,"0,0022%","1,7322175732","2,309178744","2,2610986464",,
98952,11,"0,0020%","0,285229202","2,1013824885","1,0860077246",,
98959,1,"0,0002%","2,2227488152","2,2227488152","2,2227488152",,
98969,2,"0,0004%","0,9033232628","1,1070234114","1,0051733371",,
98972,7,"0,0013%","0,4801762115","2,0825688073","1,1784776069",,
98974,1,"0,0002%","0,2037302726","0,2037302726","0,2037302726",,
98978,1,"0,0002%","1,6900826446","1,6900826446","1,6900826446",,
98980,1,"0,0002%","0,198019802","0,198019802","0,198019802",,
98982,3,"0,0005%","0,5531914894","0,5531914894","0,5531914894",,
98988,4,"0,0007%","0,4845132743","0,5159817352","0,5002475047",,
98992,1,"0,0002%","0,7309782609","0,7309782609","0,7309782609",,
99000,11,"0,0020%","0,5113636364","1,4204545455","0,669486685",,
99004,4,"0,0007%","0,4539614561","0,4539614561","0,4539614561",,
99008,8,"0,0015%","0,5721153846","2,2884615385","1,4866475436",,
99009,1,"0,0002%","0,3762183236","0,3762183236","0,3762183236",,
99012,1,"0,0002%","0,5022522523","0,5022522523","0,5022522523",,
99015,3,"0,0005%","2,356097561","2,356097561","2,356097561",,
99022,1,"0,0002%","0,2395023328","0,2395023328","0,2395023328",,
99025,1,"0,0002%","0,5482352941","0,5482352941","0,5482352941",,
99029,2,"0,0004%","1,0930232558","1,0930232558","1,0930232558",,
99036,2,"0,0004%","0,3606870229","0,6931216931","0,526904358",,
99045,3,"0,0005%","0,4580645161","2,1830985915","1,6080872331",,
99047,3,"0,0005%","0,6159600998","0,6159600998","0,6159600998",,
99056,2,"0,0004%","1,0860927152","1,0860927152","1,0860927152",,
99057,1,"0,0002%","0,7196765499","0,7196765499","0,7196765499",,
99060,2,"0,0004%","0,6512820513","1,5354330709","1,0933575611",,
99064,2,"0,0004%","1,8405172414","2,4039408867","2,122229064",,
99066,14,"0,0025%","2,2679425837","2,2679425837","2,2679425837",,
99072,2,"0,0004%","0,8372093023","1,51171875","1,1744640262",,
99082,3,"0,0005%","0,4622030238","0,4622030238","0,4622030238",,
99086,3,"0,0005%","2,3349514563","2,3349514563","2,3349514563",,
99099,3,"0,0005%","0,5384615385","0,5384615385","0,5384615385",,
99102,2,"0,0004%","0,6256281407","0,6256281407","0,6256281407",,
99104,1,"0,0002%","1,0723684211","1,0723684211","1,0723684211",,
99107,1,"0,0002%","0,1949509116","0,1949509116","0,1949509116",,
99110,3,"0,0005%","0,3528301887","1,4113207547","1,058490566",,
99115,11,"0,0020%","0,4663774403","2,1441860465","1,6866018812",,
99120,14,"0,0025%","0,5619047619","2,2476190476","1,9691751701",,
99129,1,"0,0002%","0,3680154143","0,3680154143","0,3680154143",,
99130,9,"0,0016%","0,5336426914","0,5336426914","0,5336426914",,
99134,1,"0,0002%","0,3796477495","0,3796477495","0,3796477495",,
99138,5,"0,0009%","0,6104218362","1,6382113821","0,8159797454",,
99144,10,"0,0018%","0,4197530864","2,3823529412","1,7905047204",,
99145,1,"0,0002%","1,5737051793","1,5737051793","1,5737051793",,
99151,1,"0,0002%","1,433460076","1,433460076","1,433460076",,
99153,18,"0,0033%","2,3140096618","2,3140096618","2,3140096618",,
99157,2,"0,0004%","0,5288683603","0,5288683603","0,5288683603",,
99160,1,"0,0002%","0,3451492537","0,3451492537","0,3451492537",,
99161,1,"0,0002%","0,9504643963","0,9504643963","0,9504643963",,
99169,4,"0,0007%","0,4748358862","2,1059907834","1,2904133348",,
99170,10,"0,0018%","0,4489361702","2,2274881517","1,5484481194",,
99180,4,"0,0007%","0,524137931","0,8479532164","0,6457677959",,
99182,3,"0,0005%","0,4114052953","2,4306930693","1,7575971446",,
99185,1,"0,0002%","1,7364016736","1,7364016736","1,7364016736",,
99186,2,"0,0004%","0,7404371585","0,7404371585","0,7404371585",,
99188,1,"0,0002%","1,3211678832","1,3211678832","1,3211678832",,
99189,3,"0,0005%","1,0388349515","1,0388349515","1,0388349515",,
99190,3,"0,0005%","0,4791208791","2,0871559633","1,5511442686",,
99193,1,"0,0002%","0,7960339943","0,7960339943","0,7960339943",,
99195,2,"0,0004%","0,6555269923","0,6555269923","0,6555269923",,
99197,2,"0,0004%","1,4787644788","1,4787644788","1,4787644788",,
99199,1,"0,0002%","0,5194508009","0,5194508009","0,5194508009",,
99200,4,"0,0007%","0,62","1,0322580645","0,8261290323",,
99202,1,"0,0002%","0,6658031088","0,6658031088","0,6658031088",,
99207,1,"0,0002%","2,0684931507","2,0684931507","2,0684931507",,
99216,11,"0,0020%","0,5518867925","2,2932692308","1,810553833",,
99218,1,"0,0002%","1,4022556391","1,4022556391","1,4022556391",,
99220,10,"0,0018%","0,423553719","2,3609756098","2,1672334207",,
99225,9,"0,0016%","0,5102040816","0,6049382716","0,5523081661",,
99232,4,"0,0007%","0,5056433409","0,5056433409","0,5056433409",,
99234,2,"0,0004%","0,4966442953","1,1174496644","0,8070469799",,
99235,1,"0,0002%","0,5011235955","0,5011235955","0,5011235955",,
99246,2,"0,0004%","1,2841726619","1,7521008403","1,5181367511",,
99258,10,"0,0018%","0,2031473534","2,1877934272","1,4537085172",,
99264,3,"0,0005%","0,3560606061","1,4242424242","0,7172254459",,
99267,1,"0,0002%","2,4088669951","2,4088669951","2,4088669951",,
99268,1,"0,0002%","1,110367893","1,110367893","1,110367893",,
99275,5,"0,0009%","2,2727272727","2,2727272727","2,2727272727",,
99280,2,"0,0004%","0,7452054795","0,7452054795","0,7452054795",,
99292,2,"0,0004%","2,3398058252","2,3398058252","2,3398058252",,
99296,6,"0,0011%","0,4612068966","2,1682242991","1,8837213986",,
99297,1,"0,0002%","0,352165725","0,352165725","0,352165725",,
99300,2,"0,0004%","0,9063444109","0,9063444109","0,9063444109",,
99308,1,"0,0002%","0,5995085995","0,5995085995","0,5995085995",,
99314,1,"0,0002%","1,5393700787","1,5393700787","1,5393700787",,
99320,1,"0,0002%","1,4692307692","1,4692307692","1,4692307692",,
99324,1,"0,0002%","1,2759856631","1,2759856631","1,2759856631",,
99328,2,"0,0004%","1,515625","1,515625","1,515625",,
99330,10,"0,0018%","0,4653679654","2,2523809524","1,4198701299",,
99348,3,"0,0005%","0,4188911704","2,387254902","1,0750124143",,
99351,1,"0,0002%","0,6240601504","0,6240601504","0,6240601504",,
99358,2,"0,0004%","1,0894039735","1,0894039735","1,0894039735",,
99360,18,"0,0033%","0,4695652174","2,3188405797","1,9295178028",,
99372,1,"0,0002%","0,2448979592","0,2448979592","0,2448979592",,
99381,5,"0,0009%","2,2322274882","2,2322274882","2,2322274882",,
99384,3,"0,0005%","0,4105691057","2,4356435644","1,1517078537",,
99386,3,"0,0005%","0,5276497696","2,1105990783","1,0552995392",,
99396,2,"0,0004%","0,6338383838","0,6338383838","0,6338383838",,
99400,1,"0,0002%","0,2028571429","0,2028571429","0,2028571429",,
99405,2,"0,0004%","0,5555555556","0,5555555556","0,5555555556",,
99408,6,"0,0011%","0,5229357798","2,0917431193","1,3452170181",,
99415,1,"0,0002%","1,1423728814","1,1423728814","1,1423728814",,
99416,1,"0,0002%","0,8401162791","0,8401162791","0,8401162791",,
99424,13,"0,0024%","0,5745192308","2,2980769231","2,0329142012",,
99425,3,"0,0005%","2,3658536585","2,3658536585","2,3658536585",,
99426,7,"0,0013%","0,4823788546","0,5182648402","0,5080117015",,
99428,2,"0,0004%","0,7223719677","2,2122641509","1,4673180593",,
99429,3,"0,0005%","0,6437659033","1,5533596838","1,250161757",,
99440,5,"0,0009%","0,4867256637","0,5136363636","0,5028720837",,
99441,1,"0,0002%","1,4597701149","1,4597701149","1,4597701149",,
99443,2,"0,0004%","1,2960288809","1,2960288809","1,2960288809",,
99448,4,"0,0007%","0,6184538653","1,6169354839","0,86807427",,
99450,6,"0,0011%","0,5090497738","1,5294117647","0,6860331825",,
99456,5,"0,0009%","0,4955357143","1,9821428571","1,0486969112",,
99462,1,"0,0002%","1,6983471074","1,6983471074","1,6983471074",,
99468,1,"0,0002%","0,9475308642","0,9475308642","0,9475308642",,
99470,1,"0,0002%","2,4137931034","2,4137931034","2,4137931034",,
99471,3,"0,0005%","0,4561027837","0,4561027837","0,4561027837",,
99484,5,"0,0009%","0,7112299465","2,2775119617","1,8600136705",,
99495,3,"0,0005%","1,1279461279","1,1279461279","1,1279461279",,
99498,5,"0,0009%","2,3446601942","2,3446601942","2,3446601942",,
99500,4,"0,0007%","0,6281407035","0,6281407035","0,6281407035",,
99510,10,"0,0018%","0,4602150538","2,1728971963","1,6028781027",,
99520,8,"0,0015%","1,0289389068","1,0289389068","1,0289389068",,
99522,1,"0,0002%","0,850877193","0,850877193","0,850877193",,
99528,5,"0,0009%","0,2054597701","1,849137931","1,0653805964",,
99530,1,"0,0002%","0,727027027","0,727027027","0,727027027",,
99532,1,"0,0002%","1,1208053691","1,1208053691","1,1208053691",,
99534,1,"0,0002%","1,0159744409","1,0159744409","1,0159744409",,
99540,2,"0,0004%","0,2507936508","0,5642857143","0,4075396825",,
99541,3,"0,0005%","0,6129032258","0,6129032258","0,6129032258",,
99542,1,"0,0002%","0,2025677603","0,2025677603","0,2025677603",,
99545,1,"0,0002%","0,464362851","0,464362851","0,464362851",,
99546,1,"0,0002%","0,7988668555","0,7988668555","0,7988668555",,
99552,4,"0,0007%","0,5980392157","1,3455882353","0,8574915622",,
99560,1,"0,0002%","0,6894736842","0,6894736842","0,6894736842",,
99561,9,"0,0016%","0,535962877","0,535962877","0,535962877",,
99567,5,"0,0009%","2,3236714976","2,3236714976","2,3236714976",,
99576,9,"0,0016%","0,4685466377","2,1342592593","1,5790217188",,
99580,2,"0,0004%","0,6788511749","0,6788511749","0,6788511749",,
99588,1,"0,0002%","0,6683937824","0,6683937824","0,6683937824",,
99590,3,"0,0005%","0,5311778291","0,5311778291","0,5311778291",,
99592,4,"0,0007%","0,5592417062","2,2369668246","1,817535545",,
99600,4,"0,0007%","0,6225","1,7291666667","0,8991666667",,
99603,4,"0,0007%","0,4727668845","2,1152073733","1,7045972511",,
99615,3,"0,0005%","0,5264367816","0,5264367816","0,5264367816",,
99616,1,"0,0002%","0,3109540636","0,3109540636","0,3109540636",,
99620,1,"0,0002%","1,1604095563","1,1604095563","1,1604095563",,
99626,5,"0,0009%","0,47702407","2,0963302752","1,4486077931",,
99630,5,"0,0009%","0,4218106996","2,3707317073","1,130739737",,
99631,4,"0,0007%","0,9093655589","1,0996677741","1,0045166665",,
99632,14,"0,0025%","2,3028846154","2,3028846154","2,3028846154",,
99636,8,"0,0015%","0,5217391304","1,9166666667","0,990942029",,
99638,1,"0,0002%","0,2380216383","0,2380216383","0,2380216383",,
99640,7,"0,0013%","0,4510638298","2,2169811321","1,1233497735",,
99645,5,"0,0009%","0,3816046967","0,7479452055","0,5680264941",,
99647,1,"0,0002%","1,5816733068","1,5816733068","1,5816733068",,
99653,1,"0,0002%","0,5170842825","0,5170842825","0,5170842825",,
99660,1,"0,0002%","0,9151515152","0,9151515152","0,9151515152",,
99666,2,"0,0004%","0,5124716553","0,5124716553","0,5124716553",,
99673,5,"0,0009%","0,4134419552","2,4187192118","2,0176637605",,
99675,2,"0,0004%","0,5079006772","0,5079006772","0,5079006772",,
99677,1,"0,0002%","0,6939313984","0,6939313984","0,6939313984",,
99680,2,"0,0004%","0,1966292135","0,5033707865","0,35",,
99681,1,"0,0002%","0,4988814318","0,4988814318","0,4988814318",,
99684,2,"0,0004%","0,5492957746","2,1971830986","1,3732394366",,
99687,5,"0,0009%","0,1994342291","1,0858085809","0,8755665232",,
99693,14,"0,0025%","2,2822966507","2,2822966507","2,2822966507",,
99696,3,"0,0005%","0,6169154229","0,6169154229","0,6169154229",,
99698,1,"0,0002%","0,2503961965","0,2503961965","0,2503961965",,
99704,4,"0,0007%","0,4256198347","2,3495145631","1,7067820749",,
99705,1,"0,0002%","1,5333333333","1,5333333333","1,5333333333",,
99710,1,"0,0002%","1,1457627119","1,1457627119","1,1457627119",,
99715,6,"0,0011%","0,601965602","1,4864864865","1,0678132678",,
99716,1,"0,0002%","0,662371134","0,662371134","0,662371134",,
99724,4,"0,0007%","0,4592274678","2,1775700935","1,3183987806",,
99736,1,"0,0002%","1,3284671533","1,3284671533","1,3284671533",,
99750,4,"0,0007%","0,626566416","2,2619047619","1,8530701754",,
99756,1,"0,0002%","2,3970588235","2,3970588235","2,3970588235",,
99760,5,"0,0009%","0,5395348837","2,1581395349","1,5713953488",,
99766,1,"0,0002%","0,2762063228","0,2762063228","0,2762063228",,
99774,10,"0,0018%","1,7178423237","2,3285024155","2,2674364063",,
99781,1,"0,0002%","0,3733075435","0,3733075435","0,3733075435",,
99788,2,"0,0004%","0,6113861386","0,6113861386","0,6113861386",,
99792,16,"0,0029%","0,237654321","2,1388888889","1,1860463514",,
99799,1,"0,0002%","1,3791821561","1,3791821561","1,3791821561",,
99802,1,"0,0002%","1,2913669065","1,2913669065","1,2913669065",,
99803,6,"0,0011%","2,2417061611","2,2417061611","2,2417061611",,
99807,1,"0,0002%","1,0453074434","1,0453074434","1,0453074434",,
99814,1,"0,0002%","0,2048710602","0,2048710602","0,2048710602",,
99820,14,"0,0025%","0,4717391304","2,1198156682","1,0966775911",,
99822,2,"0,0004%","1,4541984733","1,5472440945","1,5007212839",,
99825,1,"0,0002%","0,2727272727","0,2727272727","0,2727272727",,
99826,1,"0,0002%","0,2019914651","0,2019914651","0,2019914651",,
99828,5,"0,0009%","0,3540489642","0,5579196217","0,5171454902",,
99831,5,"0,0009%","1,0321543408","1,0321543408","1,0321543408",,
99835,3,"0,0005%","0,4209445585","2,3756097561","1,7240546902",,
99840,7,"0,0013%","0,380859375","1,0256410256","0,7916237408",,
99844,12,"0,0022%","0,5252293578","2,1009174312","1,559272465",,
99846,2,"0,0004%","0,6666666667","1,5","1,0833333333",,
99847,2,"0,0004%","1,0191693291","1,0191693291","1,0191693291",,
99849,1,"0,0002%","0,6209476309","0,6209476309","0,6209476309",,
99852,4,"0,0007%","2,2216981132","2,2216981132","2,2216981132",,
99858,1,"0,0002%","0,7139037433","0,7139037433","0,7139037433",,
99864,3,"0,0005%","0,5205479452","0,5205479452","0,5205479452",,
99875,2,"0,0004%","0,5529411765","0,5529411765","0,5529411765",,
99876,3,"0,0005%","0,412601626","0,8247126437","0,5499719652",,
99880,6,"0,0011%","0,4845814978","0,5159090909","0,5002452944",,
99882,1,"0,0002%","1,2831541219","1,2831541219","1,2831541219",,
99892,3,"0,0005%","0,5113122172","0,5113122172","0,5113122172",,
99897,1,"0,0002%","2,2018779343","2,2018779343","2,2018779343",,
99898,2,"0,0004%","0,6306532663","0,6306532663","0,6306532663",,
99899,1,"0,0002%","0,8016997167","0,8016997167","0,8016997167",,
99900,4,"0,0007%","0,5067567568","1,3703703704","0,7784034034",,
99902,8,"0,0015%","2,2870813397","2,2870813397","2,2870813397",,
99904,4,"0,0007%","0,4977678571","1,9910714286","0,8722123238",,
99910,7,"0,0013%","2,354368932","2,354368932","2,354368932",,
99913,1,"0,0002%","1,1638225256","1,1638225256","1,1638225256",,
99918,2,"0,0004%","0,7459016393","0,7459016393","0,7459016393",,
99935,1,"0,0002%","1,5612648221","1,5612648221","1,5612648221",,
99938,9,"0,0016%","0,4582441113","2,1822429907","1,7991321286",,
99940,3,"0,0005%","0,36121673","0,6921052632","0,5818090855",,
99944,3,"0,0005%","0,6153846154","0,6153846154","0,6153846154",,
